services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,booking_datetime,service_type_clean,source_clean,destination_clean,payment_method_clean,is_completed,is_cancelled,booking_date,hour,day_of_week,day_of_week_num,is_weekend,month,month_name,week_of_year,time_period,route,distance_bucket,duration_bucket,fare_bucket,fare_per_km
bike,2024-07-25,14:04:23.611537,completed,Kundalahalli Meadows,Hoodi Grove,115,RD9879456587769514,6.64,965.77,49.98,1015.75,Paytm,2024-07-25 14:04:23.611537,bike,kundalahalli meadows,hoodi grove,paytm,1,0,2024-07-25,14,Thursday,3,False,7,July,30,Daytime,kundalahalli meadows → hoodi grove,Medium (3–7 km),Very Long (>60 min),High Fare,152.97439759036146
cab economy,2024-08-04,07:28:19.611537,completed,Benniganahalli Cutting,Seshadripuram Zone,14,RD5961583771848452,3.65,380.95,49.46,430.41,Amazon Pay,2024-08-04 07:28:19.611537,cab economy,benniganahalli cutting,seshadripuram zone,amazon pay,1,0,2024-08-04,7,Sunday,6,True,8,August,31,Morning Peak,benniganahalli cutting → seshadripuram zone,Medium (3–7 km),Short (≤15 min),Medium-Low Fare,117.92054794520548
parcel,2024-06-21,14:18:48.611537,completed,Arekere Alcove,Bommasandra Grove,59,RD7870671500971455,38.17,871.59,40.88,912.47,Paytm,2024-06-21 14:18:48.611537,parcel,arekere alcove,bommasandra grove,paytm,1,0,2024-06-21,14,Friday,4,False,6,June,25,Daytime,arekere alcove → bommasandra grove,Very Long (>15 km),Long (30–60 min),High Fare,23.905423107152213
parcel,2024-07-10,11:39:03.611537,completed,Naganathapura Boulevard,Chikkalasandra Extension,20,RD4927386069786967,37.73,824.74,23.34,848.08,Amazon Pay,2024-07-10 11:39:03.611537,parcel,naganathapura boulevard,chikkalasandra extension,amazon pay,1,0,2024-07-10,11,Wednesday,2,False,7,July,28,Daytime,naganathapura boulevard → chikkalasandra extension,Very Long (>15 km),Medium (15–30 min),High Fare,22.47760402862444
auto,2024-08-09,21:58:56.611537,completed,Magadi Road Station,Hennur District,87,RD7152856760734289,4.86,230.45,3.01,233.46,QR scan,2024-08-09 21:58:56.611537,auto,magadi road station,hennur district,qr scan,1,0,2024-08-09,21,Friday,4,False,8,August,32,Night,magadi road station → hennur district,Medium (3–7 km),Very Long (>60 min),Low Fare,48.03703703703704
bike,2024-07-27,23:14:48.611537,completed,RT Nagar Area,Nelamangala 5th Stage,80,RD7423845795235640,3.08,724.8,38.4,763.1999999999999,GPay,2024-07-27 23:14:48.611537,bike,rt nagar area,nelamangala 5th stage,gpay,1,0,2024-07-27,23,Saturday,5,True,7,July,30,Night,rt nagar area → nelamangala 5th stage,Medium (3–7 km),Very Long (>60 min),Medium-High Fare,247.79220779220776
bike,2024-07-13,03:03:25.611537,completed,Chikkalasandra Commons,Adugodi Quarters,47,RD2248812310981959,3.89,713.65,4.68,718.3299999999999,GPay,2024-07-13 03:03:25.611537,bike,chikkalasandra commons,adugodi quarters,gpay,1,0,2024-07-13,3,Saturday,5,True,7,July,28,Late Night,chikkalasandra commons → adugodi quarters,Medium (3–7 km),Long (30–60 min),Medium-High Fare,184.6606683804627
auto,2024-07-03,04:30:44.611537,completed,Kanakapura Park,Vidyaranyapura Garden,35,RD1621835300865378,45.34,709.58,11.62,721.2,GPay,2024-07-03 04:30:44.611537,auto,kanakapura park,vidyaranyapura garden,gpay,1,0,2024-07-03,4,Wednesday,2,False,7,July,27,Late Night,kanakapura park → vidyaranyapura garden,Very Long (>15 km),Long (30–60 min),Medium-High Fare,15.906484340538157
auto,2024-07-06,14:28:08.611537,completed,Sonnenahalli Fork,Hulimavu 2nd Stage,111,RD5675040113450151,49.03,223.42,14.4,237.82,QR scan,2024-07-06 14:28:08.611537,auto,sonnenahalli fork,hulimavu 2nd stage,qr scan,1,0,2024-07-06,14,Saturday,5,True,7,July,27,Daytime,sonnenahalli fork → hulimavu 2nd stage,Very Long (>15 km),Very Long (>60 min),Low Fare,4.850499694064858
bike,2024-06-24,13:15:00.611537,completed,Whitefield Trail,Chikkagubbi Arc,80,RD5208665106147575,4.95,804.66,0.22,804.88,Paytm,2024-06-24 13:15:00.611537,bike,whitefield trail,chikkagubbi arc,paytm,1,0,2024-06-24,13,Monday,0,False,6,June,26,Daytime,whitefield trail → chikkagubbi arc,Medium (3–7 km),Very Long (>60 min),High Fare,162.60202020202019
parcel,2024-07-01,04:08:19.611537,cancelled,Hoodi Run,Koramangala 7th Block Alley,62,RD3008550231087747,47.35,,,,,2024-07-01 04:08:19.611537,parcel,hoodi run,koramangala 7th block alley,,0,1,2024-07-01,4,Monday,0,False,7,July,27,Late Night,hoodi run → koramangala 7th block alley,Very Long (>15 km),Very Long (>60 min),,
parcel,2024-08-12,04:01:39.611537,completed,Kodigehalli 3rd Block,Whitefield Lane,67,RD6899214936152250,16.2,470.62,5.2,475.82,Amazon Pay,2024-08-12 04:01:39.611537,parcel,kodigehalli 3rd block,whitefield lane,amazon pay,1,0,2024-08-12,4,Monday,0,False,8,August,33,Late Night,kodigehalli 3rd block → whitefield lane,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,29.371604938271606
auto,2024-06-21,18:47:40.611537,completed,Whitefield Track,Gottigere Village,96,RD6231265059654784,42.22,226.57,1.71,228.28,QR scan,2024-06-21 18:47:40.611537,auto,whitefield track,gottigere village,qr scan,1,0,2024-06-21,18,Friday,4,False,6,June,25,Evening Peak,whitefield track → gottigere village,Very Long (>15 km),Very Long (>60 min),Low Fare,5.406916153481762
parcel,2024-06-18,06:51:49.611537,completed,Peenya Road,Vijayanagar Fields,19,RD2565440187225458,37.03,836.06,9.3,845.3599999999999,QR scan,2024-06-18 06:51:49.611537,parcel,peenya road,vijayanagar fields,qr scan,1,0,2024-06-18,6,Tuesday,1,False,6,June,25,Morning Peak,peenya road → vijayanagar fields,Very Long (>15 km),Medium (15–30 min),High Fare,22.829057520928973
cab economy,2024-08-10,07:13:31.611537,completed,Koramangala 6th Block View,Sahakar Nagar 5th Stage,85,RD9446718467696673,33.19,525.52,49.81,575.3299999999999,Paytm,2024-08-10 07:13:31.611537,cab economy,koramangala 6th block view,sahakar nagar 5th stage,paytm,1,0,2024-08-10,7,Saturday,5,True,8,August,32,Morning Peak,koramangala 6th block view → sahakar nagar 5th stage,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,17.33443808376017
parcel,2024-07-12,05:34:58.611537,completed,Dooravani Nagar Landing,Balagere Court,84,RD3009587831515876,9.04,419.55,37.82,457.37,Amazon Pay,2024-07-12 05:34:58.611537,parcel,dooravani nagar landing,balagere court,amazon pay,1,0,2024-07-12,5,Friday,4,False,7,July,28,Late Night,dooravani nagar landing → balagere court,Long (7–15 km),Very Long (>60 min),Medium-Low Fare,50.59402654867257
bike lite,2024-07-09,04:48:26.611537,completed,Gottigere Estate,Nagawara Estate,35,RD8819488722858358,41.67,164.61,1.46,166.07000000000002,QR scan,2024-07-09 04:48:26.611537,bike lite,gottigere estate,nagawara estate,qr scan,1,0,2024-07-09,4,Tuesday,1,False,7,July,28,Late Night,gottigere estate → nagawara estate,Very Long (>15 km),Long (30–60 min),Low Fare,3.985361171106312
parcel,2024-07-30,14:31:35.611537,completed,Basavanagudi Bay,Rajarajeshwari Nagar Quarters,70,RD1361685695933540,15.1,296.23,33.5,329.73,GPay,2024-07-30 14:31:35.611537,parcel,basavanagudi bay,rajarajeshwari nagar quarters,gpay,1,0,2024-07-30,14,Tuesday,1,False,7,July,31,Daytime,basavanagudi bay → rajarajeshwari nagar quarters,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,21.836423841059606
bike lite,2024-07-08,05:08:19.611537,cancelled,Gottigere Square,Vidyaranyapura Station,47,RD3941781421227671,47.33,,,,,2024-07-08 05:08:19.611537,bike lite,gottigere square,vidyaranyapura station,,0,1,2024-07-08,5,Monday,0,False,7,July,28,Late Night,gottigere square → vidyaranyapura station,Very Long (>15 km),Long (30–60 min),,
bike,2024-07-15,01:27:05.611537,completed,Hosur Complex,Kumaraswamy Layout Trail,81,RD6381850353483932,45.52,488.65,28.99,517.64,QR scan,2024-07-15 01:27:05.611537,bike,hosur complex,kumaraswamy layout trail,qr scan,1,0,2024-07-15,1,Monday,0,False,7,July,29,Late Night,hosur complex → kumaraswamy layout trail,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,11.371704745166959
bike,2024-06-30,22:45:23.611537,completed,Chokkanahalli Heights,Vijayanagar Park,109,RD9072439286826045,37.39,212.86,29.95,242.81,GPay,2024-06-30 22:45:23.611537,bike,chokkanahalli heights,vijayanagar park,gpay,1,0,2024-06-30,22,Sunday,6,True,6,June,26,Night,chokkanahalli heights → vijayanagar park,Very Long (>15 km),Very Long (>60 min),Low Fare,6.49398234822145
auto,2024-08-07,20:53:52.611537,completed,Koramangala Nagar,Koramangala 6th Block Sector,15,RD0029950795249619,36.29,178.93,36.38,215.31,Paytm,2024-08-07 20:53:52.611537,auto,koramangala nagar,koramangala 6th block sector,paytm,1,0,2024-08-07,20,Wednesday,2,False,8,August,32,Night,koramangala nagar → koramangala 6th block sector,Very Long (>15 km),Short (≤15 min),Low Fare,5.93303940479471
auto,2024-06-30,21:42:25.611537,completed,Begur Enclave,Domlur Square,112,RD8269281197730575,48.38,415.96,48.74,464.7,Amazon Pay,2024-06-30 21:42:25.611537,auto,begur enclave,domlur square,amazon pay,1,0,2024-06-30,21,Sunday,6,True,6,June,26,Night,begur enclave → domlur square,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,9.605208763952046
bike,2024-07-04,03:57:03.611537,completed,Nayandahalli Road,Nelamangala 5th Block,92,RD8479190747916924,45.23,206.13,39.33,245.46,Paytm,2024-07-04 03:57:03.611537,bike,nayandahalli road,nelamangala 5th block,paytm,1,0,2024-07-04,3,Thursday,3,False,7,July,27,Late Night,nayandahalli road → nelamangala 5th block,Very Long (>15 km),Very Long (>60 min),Low Fare,5.426929029405263
cab economy,2024-08-01,05:04:15.611537,completed,Kumaraswamy Layout Pointe,Sarjapur Pass,44,RD4220569531910716,10.52,860.67,16.31,876.9799999999999,GPay,2024-08-01 05:04:15.611537,cab economy,kumaraswamy layout pointe,sarjapur pass,gpay,1,0,2024-08-01,5,Thursday,3,False,8,August,31,Late Night,kumaraswamy layout pointe → sarjapur pass,Long (7–15 km),Long (30–60 min),High Fare,83.36311787072243
auto,2024-08-01,20:11:18.611537,completed,Kothaguda Bridge,Kengeri 2nd Stage,35,RD4834628190193317,33.05,61.07,6.87,67.94,QR scan,2024-08-01 20:11:18.611537,auto,kothaguda bridge,kengeri 2nd stage,qr scan,1,0,2024-08-01,20,Thursday,3,False,8,August,31,Night,kothaguda bridge → kengeri 2nd stage,Very Long (>15 km),Long (30–60 min),Low Fare,2.055673222390318
cab economy,2024-08-11,12:37:59.611537,completed,VV Puram Esplanade,Subramanyapura Plaza,48,RD2362235364563571,13.19,654.01,10.9,664.91,Paytm,2024-08-11 12:37:59.611537,cab economy,vv puram esplanade,subramanyapura plaza,paytm,1,0,2024-08-11,12,Sunday,6,True,8,August,32,Daytime,vv puram esplanade → subramanyapura plaza,Long (7–15 km),Long (30–60 min),Medium-High Fare,50.41015921152388
cab economy,2024-06-17,03:08:19.611537,cancelled,Koramangala 7th Block Bridge,Kothanur Station,95,RD9915528778611508,36.19,,,,,2024-06-17 03:08:19.611537,cab economy,koramangala 7th block bridge,kothanur station,,0,1,2024-06-17,3,Monday,0,False,6,June,25,Late Night,koramangala 7th block bridge → kothanur station,Very Long (>15 km),Very Long (>60 min),,
bike,2024-06-26,17:45:27.611537,completed,Jakkur 3rd Stage,Banaswadi Run,98,RD6544047232784198,14.04,911.38,9.58,920.96,Paytm,2024-06-26 17:45:27.611537,bike,jakkur 3rd stage,banaswadi run,paytm,1,0,2024-06-26,17,Wednesday,2,False,6,June,26,Evening Peak,jakkur 3rd stage → banaswadi run,Long (7–15 km),Very Long (>60 min),High Fare,65.5954415954416
bike,2024-07-30,22:24:27.611537,completed,Begur Cut,Kaval Byrasandra 1st Stage,78,RD8192690298991904,25.68,362.78,17.72,380.5,QR scan,2024-07-30 22:24:27.611537,bike,begur cut,kaval byrasandra 1st stage,qr scan,1,0,2024-07-30,22,Tuesday,1,False,7,July,31,Night,begur cut → kaval byrasandra 1st stage,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,14.816978193146417
bike lite,2024-08-10,17:55:08.611537,completed,BTM Layout Loop,Nagasandra Hills,91,RD0616349379994163,30.78,167.35,2.58,169.93,Paytm,2024-08-10 17:55:08.611537,bike lite,btm layout loop,nagasandra hills,paytm,1,0,2024-08-10,17,Saturday,5,True,8,August,32,Evening Peak,btm layout loop → nagasandra hills,Very Long (>15 km),Very Long (>60 min),Low Fare,5.5207927225471085
bike,2024-08-01,11:02:52.611537,completed,Jayanagar Quadrant,Nagawara 1st Stage,116,RD8247590127976679,23.85,907.82,2.07,909.89,GPay,2024-08-01 11:02:52.611537,bike,jayanagar quadrant,nagawara 1st stage,gpay,1,0,2024-08-01,11,Thursday,3,False,8,August,31,Daytime,jayanagar quadrant → nagawara 1st stage,Very Long (>15 km),Very Long (>60 min),High Fare,38.150524109014675
bike lite,2024-07-04,10:46:13.611537,completed,Electronic City Layout,Avalahalli Summit,20,RD4209978539779648,34.08,818.85,19.1,837.95,Amazon Pay,2024-07-04 10:46:13.611537,bike lite,electronic city layout,avalahalli summit,amazon pay,1,0,2024-07-04,10,Thursday,3,False,7,July,27,Daytime,electronic city layout → avalahalli summit,Very Long (>15 km),Medium (15–30 min),High Fare,24.58773474178404
bike,2024-07-30,08:43:00.611537,completed,Bikasipura Area,Dr. Shivaram Karanth Nagar Works,64,RD3952448877329053,37.31,262.59,48.04,310.63,Amazon Pay,2024-07-30 08:43:00.611537,bike,bikasipura area,dr. shivaram karanth nagar works,amazon pay,1,0,2024-07-30,8,Tuesday,1,False,7,July,31,Morning Peak,bikasipura area → dr. shivaram karanth nagar works,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,8.325649959796301
bike,2024-07-09,07:42:13.611537,completed,Koramangala 8th Block 6th Stage,Byatarayanapura Loop,97,RD8018840328448624,8.89,162.72,39.23,201.95,Paytm,2024-07-09 07:42:13.611537,bike,koramangala 8th block 6th stage,byatarayanapura loop,paytm,1,0,2024-07-09,7,Tuesday,1,False,7,July,28,Morning Peak,koramangala 8th block 6th stage → byatarayanapura loop,Long (7–15 km),Very Long (>60 min),Low Fare,22.716535433070863
cab economy,2024-06-23,22:18:28.611537,completed,Kumaraswamy Layout 1st Stage,Nelamangala 3rd Stage,105,RD9793858436409966,12.53,921.82,4.83,926.65,Amazon Pay,2024-06-23 22:18:28.611537,cab economy,kumaraswamy layout 1st stage,nelamangala 3rd stage,amazon pay,1,0,2024-06-23,22,Sunday,6,True,6,June,25,Night,kumaraswamy layout 1st stage → nelamangala 3rd stage,Long (7–15 km),Very Long (>60 min),High Fare,73.95450917797287
parcel,2024-07-28,14:07:26.611537,completed,Doddakannelli Yard,HRBR Layout Vista,83,RD0148664622212216,36.97,273.57,12.23,285.8,Amazon Pay,2024-07-28 14:07:26.611537,parcel,doddakannelli yard,hrbr layout vista,amazon pay,1,0,2024-07-28,14,Sunday,6,True,7,July,30,Daytime,doddakannelli yard → hrbr layout vista,Very Long (>15 km),Very Long (>60 min),Low Fare,7.730592372193671
cab economy,2024-06-26,15:54:01.611537,completed,Begur Commons,Kudlu Gate Arc,11,RD7648400531064910,31.28,379.22,9.55,388.77,QR scan,2024-06-26 15:54:01.611537,cab economy,begur commons,kudlu gate arc,qr scan,1,0,2024-06-26,15,Wednesday,2,False,6,June,26,Daytime,begur commons → kudlu gate arc,Very Long (>15 km),Short (≤15 min),Medium-Low Fare,12.428708439897697
cab economy,2024-06-21,16:47:40.611537,cancelled,Rachenahalli Plaza,Chikkabellandur Court,48,RD8659392968891669,1.54,,,,,2024-06-21 16:47:40.611537,cab economy,rachenahalli plaza,chikkabellandur court,,0,1,2024-06-21,16,Friday,4,False,6,June,25,Evening Peak,rachenahalli plaza → chikkabellandur court,Short (≤3 km),Long (30–60 min),,
bike,2024-07-01,23:45:50.611537,completed,Tavarekere Square,HRBR Layout Pass,98,RD1285481781146062,30.33,520.64,40.9,561.54,QR scan,2024-07-01 23:45:50.611537,bike,tavarekere square,hrbr layout pass,qr scan,1,0,2024-07-01,23,Monday,0,False,7,July,27,Night,tavarekere square → hrbr layout pass,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,18.514342235410485
cab economy,2024-07-24,07:01:56.611537,completed,Agara Pointe,Kasavanahalli Layout,98,RD6986839377531250,38.46,890.08,35.44,925.52,Paytm,2024-07-24 07:01:56.611537,cab economy,agara pointe,kasavanahalli layout,paytm,1,0,2024-07-24,7,Wednesday,2,False,7,July,30,Morning Peak,agara pointe → kasavanahalli layout,Very Long (>15 km),Very Long (>60 min),High Fare,24.06448257930317
parcel,2024-08-04,06:10:15.611537,completed,Ramamurthy Nagar Sector,Nagasandra Pointe,114,RD8554442440677803,8.03,881.36,12.08,893.44,Amazon Pay,2024-08-04 06:10:15.611537,parcel,ramamurthy nagar sector,nagasandra pointe,amazon pay,1,0,2024-08-04,6,Sunday,6,True,8,August,31,Morning Peak,ramamurthy nagar sector → nagasandra pointe,Long (7–15 km),Very Long (>60 min),High Fare,111.26276463262766
auto,2024-08-07,21:00:00.611537,completed,Magadi Road Square,Dodda Banaswadi 4th Block,72,RD8946875262639292,44.85,315.06,37.77,352.83,Paytm,2024-08-07 21:00:00.611537,auto,magadi road square,dodda banaswadi 4th block,paytm,1,0,2024-08-07,21,Wednesday,2,False,8,August,32,Night,magadi road square → dodda banaswadi 4th block,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,7.866889632107023
parcel,2024-07-06,23:03:07.611537,completed,Thanisandra Summit,Kanakapura Pier,40,RD3367815715190715,31.83,846.88,35.79,882.67,GPay,2024-07-06 23:03:07.611537,parcel,thanisandra summit,kanakapura pier,gpay,1,0,2024-07-06,23,Saturday,5,True,7,July,27,Night,thanisandra summit → kanakapura pier,Very Long (>15 km),Long (30–60 min),High Fare,27.730757147345273
parcel,2024-08-03,12:54:23.611537,completed,Nelamangala 6th Block,Ulsoor Hills,41,RD7263675620844024,33.78,589.9,2.37,592.27,QR scan,2024-08-03 12:54:23.611537,parcel,nelamangala 6th block,ulsoor hills,qr scan,1,0,2024-08-03,12,Saturday,5,True,8,August,31,Daytime,nelamangala 6th block → ulsoor hills,Very Long (>15 km),Long (30–60 min),Medium-High Fare,17.533155713439903
auto,2024-08-08,23:18:43.611537,completed,Bommanahalli Village,Chikkagubbi Estate,16,RD5812203765492867,7.4,843.2,47.56,890.76,Amazon Pay,2024-08-08 23:18:43.611537,auto,bommanahalli village,chikkagubbi estate,amazon pay,1,0,2024-08-08,23,Thursday,3,False,8,August,32,Night,bommanahalli village → chikkagubbi estate,Long (7–15 km),Medium (15–30 min),High Fare,120.37297297297296
bike,2024-08-02,04:03:37.611537,completed,Doddakannelli Fields,HRBR Layout Zone,55,RD5983846168394323,17.53,331.62,7.73,339.35,Paytm,2024-08-02 04:03:37.611537,bike,doddakannelli fields,hrbr layout zone,paytm,1,0,2024-08-02,4,Friday,4,False,8,August,31,Late Night,doddakannelli fields → hrbr layout zone,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,19.358243011979464
auto,2024-07-02,13:49:15.611537,completed,Bikasipura Close,Banaswadi 6th Block,79,RD8934235860368640,27.16,804.01,38.56,842.5699999999999,QR scan,2024-07-02 13:49:15.611537,auto,bikasipura close,banaswadi 6th block,qr scan,1,0,2024-07-02,13,Tuesday,1,False,7,July,27,Daytime,bikasipura close → banaswadi 6th block,Very Long (>15 km),Very Long (>60 min),High Fare,31.022459499263622
auto,2024-07-17,16:09:05.611537,completed,Hosur Sarjapur Road Layout 2nd Block,ITI Layout Grove,58,RD6608490893205432,20.25,931.48,30.78,962.26,Paytm,2024-07-17 16:09:05.611537,auto,hosur sarjapur road layout 2nd block,iti layout grove,paytm,1,0,2024-07-17,16,Wednesday,2,False,7,July,29,Evening Peak,hosur sarjapur road layout 2nd block → iti layout grove,Very Long (>15 km),Long (30–60 min),High Fare,47.51901234567901
auto,2024-06-20,18:40:36.611537,completed,Kodigehalli Viewpoint,Madivala Sector,59,RD1531827142278039,7.13,506.07,7.83,513.9,QR scan,2024-06-20 18:40:36.611537,auto,kodigehalli viewpoint,madivala sector,qr scan,1,0,2024-06-20,18,Thursday,3,False,6,June,25,Evening Peak,kodigehalli viewpoint → madivala sector,Long (7–15 km),Long (30–60 min),Medium-Low Fare,72.07573632538569
parcel,2024-06-25,12:36:32.611537,completed,Agara Arc,Hosur Sarjapur Road Layout Esplanade,106,RD4727364353191967,44.61,896.32,22.52,918.84,Paytm,2024-06-25 12:36:32.611537,parcel,agara arc,hosur sarjapur road layout esplanade,paytm,1,0,2024-06-25,12,Tuesday,1,False,6,June,26,Daytime,agara arc → hosur sarjapur road layout esplanade,Very Long (>15 km),Very Long (>60 min),High Fare,20.59717552118359
bike,2024-06-23,03:19:22.611537,completed,Kothnur Zone,Vidyaranyapura Estate,31,RD7980708806348391,16.04,911.92,14.45,926.37,Paytm,2024-06-23 03:19:22.611537,bike,kothnur zone,vidyaranyapura estate,paytm,1,0,2024-06-23,3,Sunday,6,True,6,June,25,Late Night,kothnur zone → vidyaranyapura estate,Very Long (>15 km),Long (30–60 min),High Fare,57.75374064837906
